"SettlementPoint","Year","Month","AveragePrice"
"HB_HUBAVG",2019,3,27.1890309555855
"HB_HUBAVG",2019,4,22.2211666666667
"HB_HUBAVG",2019,5,23.8837634408602
"HB_HUBAVG",2019,6,25.1715416666667
"HB_HUBAVG",2019,7,29.6962365591398
"HB_HUBAVG",2019,8,126.349838709677
"HB_HUBAVG",2019,9,79.4591944444444
"HB_HUBAVG",2019,10,28.1317607526882
"HB_HUBAVG",2019,11,23.2572361111111
"HB_HUBAVG",2019,12,18.623373655914
"HB_NORTH",2016,1,19.1333064516129
"HB_NORTH",2016,2,15.292658045977
"HB_NORTH",2016,3,16.8593674293405
"HB_NORTH",2016,4,18.3506666666667
"HB_NORTH",2016,5,17.9056317204301
"HB_NORTH",2016,6,23.1580555555556
"HB_NORTH",2016,7,26.8007930107527
"HB_NORTH",2016,8,29.8283870967742
"HB_NORTH",2016,9,26.2491805555556
"HB_NORTH",2016,10,24.0052553763441
"HB_NORTH",2016,11,18.6648888888889
"HB_NORTH",2016,12,25.1490456989247
"HB_NORTH",2017,1,22.9918548387097
"HB_NORTH",2017,2,19.4481994047619
"HB_NORTH",2017,3,21.2277792732167
"HB_NORTH",2017,4,21.4105555555556
"HB_NORTH",2017,5,23.4199193548387
"HB_NORTH",2017,6,25.8905694444444
"HB_NORTH",2017,7,30.654314516129
"HB_NORTH",2017,8,26.8327284946237
"HB_NORTH",2017,9,23.3461111111111
"HB_NORTH",2017,10,21.4059005376344
"HB_NORTH",2017,11,21.5962083333333
"HB_NORTH",2017,12,20.952997311828
"HB_NORTH",2018,1,37.5859005376344
"HB_NORTH",2018,2,21.7670238095238
"HB_NORTH",2018,3,22.6080080753701
"HB_NORTH",2018,4,23.5229166666667
"HB_NORTH",2018,5,35.3061424731183
"HB_NORTH",2018,6,30.2118888888889
"HB_NORTH",2018,7,78.9684543010753
"HB_NORTH",2018,8,31.6030510752688
"HB_NORTH",2018,9,27.2996388888889
"HB_NORTH",2018,10,30.0341666666667
"HB_NORTH",2018,11,31.2348888888889
"HB_NORTH",2018,12,30.3982661290323
"HB_NORTH",2019,1,24.3326344086021
"HB_NORTH",2019,2,20.8649553571429
"HB_NORTH",2019,3,28.1037146702557
"HB_NORTH",2019,4,22.9974027777778
"HB_NORTH",2019,5,23.9788844086022
"HB_NORTH",2019,6,25.1758194444444
"HB_NORTH",2019,7,29.7812903225806
"HB_NORTH",2019,8,126.52185483871
"HB_NORTH",2019,9,79.9195833333333
"HB_NORTH",2019,10,27.9959677419355
"HB_NORTH",2019,11,23.6286111111111
"HB_NORTH",2019,12,18.7319892473118
"HB_PAN",2019,4,16.5487666666667
"HB_PAN",2019,5,16.4143279569892
"HB_PAN",2019,6,20.7313194444444
"HB_PAN",2019,7,28.3845698924731
"HB_PAN",2019,8,124.991733870968
"HB_PAN",2019,9,72.8532916666667
"HB_PAN",2019,10,18.7167607526882
"HB_PAN",2019,11,11.6612916666667
"HB_PAN",2019,12,8.81724462365591
"HB_SOUTH",2016,1,19.2100537634409
"HB_SOUTH",2016,2,15.333591954023
"HB_SOUTH",2016,3,16.7631090174966
"HB_SOUTH",2016,4,18.5129027777778
"HB_SOUTH",2016,5,18.5704569892473
"HB_SOUTH",2016,6,24.645375
"HB_SOUTH",2016,7,26.9602553763441
"HB_SOUTH",2016,8,31.2079704301075
"HB_SOUTH",2016,9,27.4055694444444
"HB_SOUTH",2016,10,26.6896639784946
"HB_SOUTH",2016,11,20.1488333333333
"HB_SOUTH",2016,12,25.7089919354839
"HB_SOUTH",2017,1,23.624811827957
"HB_SOUTH",2017,2,21.0793601190476
"HB_SOUTH",2017,3,23.6807537012113
"HB_SOUTH",2017,4,25.6094027777778
"HB_SOUTH",2017,5,26.4950134408602
"HB_SOUTH",2017,6,29.6546944444444
"HB_SOUTH",2017,7,32.1294623655914
"HB_SOUTH",2017,8,28.3150268817204
"HB_SOUTH",2017,9,25.5150972222222
"HB_SOUTH",2017,10,25.5636559139785
"HB_SOUTH",2017,11,23.9771805555556
"HB_SOUTH",2017,12,21.9979166666667
"HB_SOUTH",2018,1,39.4981451612903
"HB_SOUTH",2018,2,22.3063988095238
"HB_SOUTH",2018,3,22.8884522207268
"HB_SOUTH",2018,4,24.4718888888889
"HB_SOUTH",2018,5,34.2260752688172
"HB_SOUTH",2018,6,30.0686388888889
"HB_SOUTH",2018,7,78.8473790322581
"HB_SOUTH",2018,8,31.6675268817204
"HB_SOUTH",2018,9,27.1898055555556
"HB_SOUTH",2018,10,29.7725134408602
"HB_SOUTH",2018,11,29.8371805555556
"HB_SOUTH",2018,12,30.0893010752688
"HB_SOUTH",2019,1,25.086061827957
"HB_SOUTH",2019,2,22.1256398809524
"HB_SOUTH",2019,3,27.1355585464334
"HB_SOUTH",2019,4,22.4633333333333
"HB_SOUTH",2019,5,24.0599462365591
"HB_SOUTH",2019,6,23.9043611111111
"HB_SOUTH",2019,7,29.6375
"HB_SOUTH",2019,8,125.936545698925
"HB_SOUTH",2019,9,78.9004722222222
"HB_SOUTH",2019,10,29.4684005376344
"HB_SOUTH",2019,11,23.7185555555556
"HB_SOUTH",2019,12,18.9525134408602
"HB_WEST",2016,1,19.1265591397849
"HB_WEST",2016,2,14.9886637931034
"HB_WEST",2016,3,15.871668909825
"HB_WEST",2016,4,16.86275
"HB_WEST",2016,5,17.3376747311828
"HB_WEST",2016,6,23.1419305555556
"HB_WEST",2016,7,26.543561827957
"HB_WEST",2016,8,29.7867338709677
"HB_WEST",2016,9,26.35425
"HB_WEST",2016,10,24.113938172043
"HB_WEST",2016,11,18.7784166666667
"HB_WEST",2016,12,24.8626612903226
"HB_WEST",2017,1,21.9017204301075
"HB_WEST",2017,2,17.616681547619
"HB_WEST",2017,3,19.8135935397039
"HB_WEST",2017,4,19.9960972222222
"HB_WEST",2017,5,22.1666129032258
"HB_WEST",2017,6,25.3316944444444
"HB_WEST",2017,7,30.2936424731183
"HB_WEST",2017,8,26.8170430107527
"HB_WEST",2017,9,22.6788194444444
"HB_WEST",2017,10,21.6938306451613
"HB_WEST",2017,11,21.0017916666667
"HB_WEST",2017,12,20.3380376344086
"HB_WEST",2018,1,36.0516397849462
"HB_WEST",2018,2,21.0876041666667
"HB_WEST",2018,3,20.3336204576043
"HB_WEST",2018,4,17.156625
"HB_WEST",2018,5,27.6920161290323
"HB_WEST",2018,6,28.2770277777778
"HB_WEST",2018,7,78.5175537634409
"HB_WEST",2018,8,31.5601209677419
"HB_WEST",2018,9,26.1395972222222
"HB_WEST",2018,10,28.7613306451613
"HB_WEST",2018,11,28.71525
"HB_WEST",2018,12,29.9440053763441
"HB_WEST",2019,1,23.8815456989247
"HB_WEST",2019,2,20.4911607142857
"HB_WEST",2019,3,25.6696769851952
"HB_WEST",2019,4,19.551875
"HB_WEST",2019,5,22.7026612903226
"HB_WEST",2019,6,24.7085555555556
"HB_WEST",2019,7,29.4554704301075
"HB_WEST",2019,8,126.315282258065
"HB_WEST",2019,9,78.42925
"HB_WEST",2019,10,24.6681317204301
"HB_WEST",2019,11,21.6602638888889
"HB_WEST",2019,12,18.1364247311828
"LZ_AEN",2016,1,19.3246639784946
"LZ_AEN",2016,2,15.4482902298851
"LZ_AEN",2016,3,16.8550740242261
"LZ_AEN",2016,4,18.2560694444444
"LZ_AEN",2016,5,18.1249059139785
"LZ_AEN",2016,6,24.2375138888889
"LZ_AEN",2016,7,27.9761021505376
"LZ_AEN",2016,8,30.6995161290323
"LZ_AEN",2016,9,26.7108611111111
"LZ_AEN",2016,10,25.6229032258064
"LZ_AEN",2016,11,19.6400416666667
"LZ_AEN",2016,12,25.8701747311828
"LZ_AEN",2017,1,23.4044758064516
"LZ_AEN",2017,2,20.6053273809524
"LZ_AEN",2017,3,22.9970121130552
"LZ_AEN",2017,4,24.1180833333333
"LZ_AEN",2017,5,25.2938440860215
"LZ_AEN",2017,6,27.9166388888889
"LZ_AEN",2017,7,31.401438172043
"LZ_AEN",2017,8,27.4656182795699
"LZ_AEN",2017,9,24.6288055555556
"LZ_AEN",2017,10,24.0199059139785
"LZ_AEN",2017,11,23.0194444444444
"LZ_AEN",2017,12,21.0629301075269
"LZ_AEN",2018,1,38.8379838709677
"LZ_AEN",2018,2,21.9138839285714
"LZ_AEN",2018,3,22.2028263795424
"LZ_AEN",2018,4,22.1884861111111
"LZ_AEN",2018,5,33.1661693548387
"LZ_AEN",2018,6,30.286125
"LZ_AEN",2018,7,78.9513709677419
"LZ_AEN",2018,8,31.7321370967742
"LZ_AEN",2018,9,27.1673055555556
"LZ_AEN",2018,10,30.31
"LZ_AEN",2018,11,30.4680833333333
"LZ_AEN",2018,12,30.0947580645161
"LZ_AEN",2019,1,25.1079569892473
"LZ_AEN",2019,2,21.5138095238095
"LZ_AEN",2019,3,27.7421803499327
"LZ_AEN",2019,4,23.2703472222222
"LZ_AEN",2019,5,24.6762365591398
"LZ_AEN",2019,6,24.4167916666667
"LZ_AEN",2019,7,29.7090860215054
"LZ_AEN",2019,8,126.526922043011
"LZ_AEN",2019,9,80.1695972222222
"LZ_AEN",2019,10,29.2804435483871
"LZ_AEN",2019,11,24.4080138888889
"LZ_AEN",2019,12,19.0517069892473
"LZ_CPS",2016,1,19.3538440860215
"LZ_CPS",2016,2,15.5200143678161
"LZ_CPS",2016,3,16.8981830417227
"LZ_CPS",2016,4,19.0693611111111
"LZ_CPS",2016,5,18.4798655913979
"LZ_CPS",2016,6,24.9580694444444
"LZ_CPS",2016,7,27.9679569892473
"LZ_CPS",2016,8,31.3065725806452
"LZ_CPS",2016,9,28.13025
"LZ_CPS",2016,10,26.2502956989247
"LZ_CPS",2016,11,21.7146666666667
"LZ_CPS",2016,12,26.5964247311828
"LZ_CPS",2017,1,23.7725672043011
"LZ_CPS",2017,2,20.9194791666667
"LZ_CPS",2017,3,23.8615477792732
"LZ_CPS",2017,4,25.3379027777778
"LZ_CPS",2017,5,26.5370295698925
"LZ_CPS",2017,6,30.416
"LZ_CPS",2017,7,32.1152956989247
"LZ_CPS",2017,8,28.1375672043011
"LZ_CPS",2017,9,25.1366527777778
"LZ_CPS",2017,10,25.2759543010753
"LZ_CPS",2017,11,23.5725694444444
"LZ_CPS",2017,12,22.048373655914
"LZ_CPS",2018,1,41.312876344086
"LZ_CPS",2018,2,22.5173958333333
"LZ_CPS",2018,3,25.2892732166891
"LZ_CPS",2018,4,26.535375
"LZ_CPS",2018,5,36.0555913978495
"LZ_CPS",2018,6,30.7272777777778
"LZ_CPS",2018,7,79.124435483871
"LZ_CPS",2018,8,31.865685483871
"LZ_CPS",2018,9,27.5129861111111
"LZ_CPS",2018,10,31.6359677419355
"LZ_CPS",2018,11,32.0412083333333
"LZ_CPS",2018,12,30.3092204301075
"LZ_CPS",2019,1,26.7983333333333
"LZ_CPS",2019,2,24.110119047619
"LZ_CPS",2019,3,29.3516958277254
"LZ_CPS",2019,4,25.3635972222222
"LZ_CPS",2019,5,26.2460752688172
"LZ_CPS",2019,6,26.3912916666667
"LZ_CPS",2019,7,30.6671774193548
"LZ_CPS",2019,8,127.696209677419
"LZ_CPS",2019,9,82.4363472222222
"LZ_CPS",2019,10,33.5536021505376
"LZ_CPS",2019,11,25.5751388888889
"LZ_CPS",2019,12,19.9978629032258
"LZ_HOUSTON",2016,1,19.563938172043
"LZ_HOUSTON",2016,2,15.4879885057471
"LZ_HOUSTON",2016,3,17.2067294751009
"LZ_HOUSTON",2016,4,19.1289305555556
"LZ_HOUSTON",2016,5,19.9039919354839
"LZ_HOUSTON",2016,6,29.9150833333333
"LZ_HOUSTON",2016,7,29.9118682795699
"LZ_HOUSTON",2016,8,33.5635483870968
"LZ_HOUSTON",2016,9,29.0326805555556
"LZ_HOUSTON",2016,10,28.5458198924731
"LZ_HOUSTON",2016,11,20.4376805555556
"LZ_HOUSTON",2016,12,25.7368413978495
"LZ_HOUSTON",2017,1,24.8273655913979
"LZ_HOUSTON",2017,2,23.5172172619048
"LZ_HOUSTON",2017,3,28.7420053835801
"LZ_HOUSTON",2017,4,32.9670694444444
"LZ_HOUSTON",2017,5,32.3626478494624
"LZ_HOUSTON",2017,6,33.6689166666667
"LZ_HOUSTON",2017,7,34.7258333333333
"LZ_HOUSTON",2017,8,30.0314784946237
"LZ_HOUSTON",2017,9,27.4100277777778
"LZ_HOUSTON",2017,10,31.3393817204301
"LZ_HOUSTON",2017,11,26.339625
"LZ_HOUSTON",2017,12,21.9797849462366
"LZ_HOUSTON",2018,1,38.0449865591398
"LZ_HOUSTON",2018,2,22.3758482142857
"LZ_HOUSTON",2018,3,23.9334589502019
"LZ_HOUSTON",2018,4,24.7283472222222
"LZ_HOUSTON",2018,5,35.5330376344086
"LZ_HOUSTON",2018,6,31.8023472222222
"LZ_HOUSTON",2018,7,79.5665322580645
"LZ_HOUSTON",2018,8,32.159623655914
"LZ_HOUSTON",2018,9,27.7224166666667
"LZ_HOUSTON",2018,10,31.7811155913978
"LZ_HOUSTON",2018,11,31.7303333333333
"LZ_HOUSTON",2018,12,30.4620698924731
"LZ_HOUSTON",2019,1,25.5500806451613
"LZ_HOUSTON",2019,2,21.644255952381
"LZ_HOUSTON",2019,3,28.0803230148048
"LZ_HOUSTON",2019,4,24.2645833333333
"LZ_HOUSTON",2019,5,25.1536155913978
"LZ_HOUSTON",2019,6,27.2267361111111
"LZ_HOUSTON",2019,7,30.013064516129
"LZ_HOUSTON",2019,8,126.693387096774
"LZ_HOUSTON",2019,9,80.7792916666667
"LZ_HOUSTON",2019,10,30.6423790322581
"LZ_HOUSTON",2019,11,24.1816111111111
"LZ_HOUSTON",2019,12,18.9198521505376
"LZ_LCRA",2016,1,19.3174596774194
"LZ_LCRA",2016,2,15.4885488505747
"LZ_LCRA",2016,3,16.7962987886945
"LZ_LCRA",2016,4,18.3927083333333
"LZ_LCRA",2016,5,18.1827822580645
"LZ_LCRA",2016,6,24.1644166666667
"LZ_LCRA",2016,7,27.5922177419355
"LZ_LCRA",2016,8,31.1755779569892
"LZ_LCRA",2016,9,27.0399444444444
"LZ_LCRA",2016,10,26.0684408602151
"LZ_LCRA",2016,11,19.5416805555556
"LZ_LCRA",2016,12,25.487876344086
"LZ_LCRA",2017,1,23.4362768817204
"LZ_LCRA",2017,2,20.660818452381
"LZ_LCRA",2017,3,23.437133243607
"LZ_LCRA",2017,4,24.4774166666667
"LZ_LCRA",2017,5,25.6379569892473
"LZ_LCRA",2017,6,28.6390833333333
"LZ_LCRA",2017,7,31.9057123655914
"LZ_LCRA",2017,8,27.6780107526882
"LZ_LCRA",2017,9,24.8134305555556
"LZ_LCRA",2017,10,24.4842607526882
"LZ_LCRA",2017,11,23.047125
"LZ_LCRA",2017,12,21.1176612903226
"LZ_LCRA",2018,1,38.9925672043011
"LZ_LCRA",2018,2,21.7622470238095
"LZ_LCRA",2018,3,22.0513055181696
"LZ_LCRA",2018,4,22.6440277777778
"LZ_LCRA",2018,5,34.7354032258065
"LZ_LCRA",2018,6,30.3655555555556
"LZ_LCRA",2018,7,79.0699462365591
"LZ_LCRA",2018,8,31.8079704301075
"LZ_LCRA",2018,9,27.1872638888889
"LZ_LCRA",2018,10,30.0698790322581
"LZ_LCRA",2018,11,30.5158055555556
"LZ_LCRA",2018,12,30.5826612903226
"LZ_LCRA",2019,1,24.9363037634409
"LZ_LCRA",2019,2,21.6669791666667
"LZ_LCRA",2019,3,27.6493135935397
"LZ_LCRA",2019,4,23.3147638888889
"LZ_LCRA",2019,5,24.5086827956989
"LZ_LCRA",2019,6,24.5195416666667
"LZ_LCRA",2019,7,29.7479166666667
"LZ_LCRA",2019,8,126.670766129032
"LZ_LCRA",2019,9,82.4672361111111
"LZ_LCRA",2019,10,29.0158064516129
"LZ_LCRA",2019,11,24.4852222222222
"LZ_LCRA",2019,12,19.4568817204301
"LZ_NORTH",2016,1,19.187997311828
"LZ_NORTH",2016,2,15.4622126436782
"LZ_NORTH",2016,3,17.4615074024226
"LZ_NORTH",2016,4,19.0876388888889
"LZ_NORTH",2016,5,18.1828897849462
"LZ_NORTH",2016,6,23.5626805555556
"LZ_NORTH",2016,7,27.4157795698925
"LZ_NORTH",2016,8,30.1485752688172
"LZ_NORTH",2016,9,26.6058611111111
"LZ_NORTH",2016,10,24.5326612903226
"LZ_NORTH",2016,11,18.8305138888889
"LZ_NORTH",2016,12,25.28625
"LZ_NORTH",2017,1,23.6030241935484
"LZ_NORTH",2017,2,19.5500148809524
"LZ_NORTH",2017,3,21.8394078061911
"LZ_NORTH",2017,4,21.9758055555556
"LZ_NORTH",2017,5,24.5575134408602
"LZ_NORTH",2017,6,26.8937361111111
"LZ_NORTH",2017,7,31.1868413978495
"LZ_NORTH",2017,8,27.0603629032258
"LZ_NORTH",2017,9,23.9684027777778
"LZ_NORTH",2017,10,21.9384274193548
"LZ_NORTH",2017,11,22.2631666666667
"LZ_NORTH",2017,12,21.4081317204301
"LZ_NORTH",2018,1,37.7285215053763
"LZ_NORTH",2018,2,21.8404613095238
"LZ_NORTH",2018,3,22.6405518169583
"LZ_NORTH",2018,4,24.3668888888889
"LZ_NORTH",2018,5,37.4518817204301
"LZ_NORTH",2018,6,31.3016111111111
"LZ_NORTH",2018,7,79.8461827956989
"LZ_NORTH",2018,8,31.9715860215054
"LZ_NORTH",2018,9,27.8858472222222
"LZ_NORTH",2018,10,31.6454166666667
"LZ_NORTH",2018,11,31.974125
"LZ_NORTH",2018,12,31.1319489247312
"LZ_NORTH",2019,1,24.3678360215054
"LZ_NORTH",2019,2,20.8511458333333
"LZ_NORTH",2019,3,28.5940376850606
"LZ_NORTH",2019,4,23.7184305555556
"LZ_NORTH",2019,5,24.0114516129032
"LZ_NORTH",2019,6,25.2079166666667
"LZ_NORTH",2019,7,29.8349462365591
"LZ_NORTH",2019,8,126.600913978495
"LZ_NORTH",2019,9,80.7741527777778
"LZ_NORTH",2019,10,28.7329435483871
"LZ_NORTH",2019,11,24.1536111111111
"LZ_NORTH",2019,12,19.0068010752688
"LZ_RAYBN",2016,1,19.4479435483871
"LZ_RAYBN",2016,2,15.4004310344828
"LZ_RAYBN",2016,3,17.1172409152086
"LZ_RAYBN",2016,4,18.8553611111111
"LZ_RAYBN",2016,5,18.3209946236559
"LZ_RAYBN",2016,6,23.3159444444444
"LZ_RAYBN",2016,7,27.4710752688172
"LZ_RAYBN",2016,8,30.1497580645161
"LZ_RAYBN",2016,9,26.4702638888889
"LZ_RAYBN",2016,10,24.4525134408602
"LZ_RAYBN",2016,11,18.8753194444444
"LZ_RAYBN",2016,12,25.3195564516129
"LZ_RAYBN",2017,1,23.3901075268817
"LZ_RAYBN",2017,2,20.3691517857143
"LZ_RAYBN",2017,3,21.9071601615074
"LZ_RAYBN",2017,4,22.2134305555556
"LZ_RAYBN",2017,5,24.0013306451613
"LZ_RAYBN",2017,6,26.1250416666667
"LZ_RAYBN",2017,7,30.760497311828
"LZ_RAYBN",2017,8,26.8248252688172
"LZ_RAYBN",2017,9,23.5356805555556
"LZ_RAYBN",2017,10,21.3799327956989
"LZ_RAYBN",2017,11,21.8291805555556
"LZ_RAYBN",2017,12,21.3126075268817
"LZ_RAYBN",2018,1,39.3701478494624
"LZ_RAYBN",2018,2,22.4031696428571
"LZ_RAYBN",2018,3,23.8057065948856
"LZ_RAYBN",2018,4,27.198875
"LZ_RAYBN",2018,5,40.95125
"LZ_RAYBN",2018,6,31.9455833333333
"LZ_RAYBN",2018,7,84.9019086021505
"LZ_RAYBN",2018,8,32.5187231182796
"LZ_RAYBN",2018,9,27.6808888888889
"LZ_RAYBN",2018,10,30.6249596774194
"LZ_RAYBN",2018,11,33.4524444444444
"LZ_RAYBN",2018,12,31.5535349462366
"LZ_RAYBN",2019,1,24.4114919354839
"LZ_RAYBN",2019,2,21.0662797619048
"LZ_RAYBN",2019,3,29.809798115747
"LZ_RAYBN",2019,4,24.9983055555556
"LZ_RAYBN",2019,5,24.7881586021505
"LZ_RAYBN",2019,6,25.4585138888889
"LZ_RAYBN",2019,7,30.0297177419355
"LZ_RAYBN",2019,8,126.897889784946
"LZ_RAYBN",2019,9,80.6986388888889
"LZ_RAYBN",2019,10,28.5543817204301
"LZ_RAYBN",2019,11,24.5175694444444
"LZ_RAYBN",2019,12,19.0850672043011
"LZ_SOUTH",2016,1,19.4817204301075
"LZ_SOUTH",2016,2,15.9358620689655
"LZ_SOUTH",2016,3,19.5211440107672
"LZ_SOUTH",2016,4,20.738
"LZ_SOUTH",2016,5,20.691747311828
"LZ_SOUTH",2016,6,27.4716527777778
"LZ_SOUTH",2016,7,28.8895833333333
"LZ_SOUTH",2016,8,31.8233064516129
"LZ_SOUTH",2016,9,28.7620138888889
"LZ_SOUTH",2016,10,30.0310349462366
"LZ_SOUTH",2016,11,20.6333888888889
"LZ_SOUTH",2016,12,26.3268413978495
"LZ_SOUTH",2017,1,25.1554838709677
"LZ_SOUTH",2017,2,21.7936904761905
"LZ_SOUTH",2017,3,26.5282099596232
"LZ_SOUTH",2017,4,28.5498888888889
"LZ_SOUTH",2017,5,29.9797311827957
"LZ_SOUTH",2017,6,36.7834444444444
"LZ_SOUTH",2017,7,34.1932930107527
"LZ_SOUTH",2017,8,33.4578494623656
"LZ_SOUTH",2017,9,28.3303472222222
"LZ_SOUTH",2017,10,28.4640188172043
"LZ_SOUTH",2017,11,27.8657222222222
"LZ_SOUTH",2017,12,25.4042204301075
"LZ_SOUTH",2018,1,46.1325672043011
